Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
PUT,/orders?user_id=6019&order_date=2022-04-11+20%3A03%3A18,1,0,1187.8824999985227,1187.8824999985227,1187.8824999985227,1187.8824999985227,4.0,0.0031903944183578415,0.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
PUT,/orders?user_id=6019&order_date=2022-04-11+20%3A03%3A39,1,0,6989.109499998449,6989.109499998449,6989.109499998449,6989.109499998449,4.0,0.0031903944183578415,0.0,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000
PUT,/orders?user_id=6019&order_date=2022-04-11+20%3A04%3A23,1,0,10418.979899997794,10418.979899997794,10418.979899997794,10418.979899997794,4.0,0.0031903944183578415,0.0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
PUT,/orders?user_id=6019&order_date=2022-04-11+20%3A04%3A58,1,0,2211.748300000181,2211.748300000181,2211.748300000181,2211.748300000181,4.0,0.0031903944183578415,0.0,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200
PUT,/orders?user_id=6184&order_date=2022-04-11+20%3A01%3A57,1,0,2602.24240000025,2602.24240000025,2602.24240000025,2602.24240000025,4.0,0.0031903944183578415,0.0,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600
PUT,/orders?user_id=6184&order_date=2022-04-11+20%3A02%3A05,1,0,2083.479199998692,2083.479199998692,2083.479199998692,2083.479199998692,4.0,0.0031903944183578415,0.0,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
PUT,/orders?user_id=6184&order_date=2022-04-11+20%3A02%3A09,1,0,667.0828999995138,667.0828999995138,667.0828999995138,667.0828999995138,4.0,0.0031903944183578415,0.0,670,670,670,670,670,670,670,670,670,670,670
PUT,/orders?user_id=6184&order_date=2022-04-11+20%3A02%3A28,1,0,6438.293299997895,6438.293299997895,6438.293299997895,6438.293299997895,4.0,0.0031903944183578415,0.0,6400,6400,6400,6400,6400,6400,6400,6400,6400,6400,6400
PUT,/orders?user_id=6184&order_date=2022-04-11+20%3A02%3A36,1,0,3738.4635000016715,3738.4635000016715,3738.4635000016715,3738.4635000016715,4.0,0.0031903944183578415,0.0,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700
PUT,/orders?user_id=6184&order_date=2022-04-11+20%3A02%3A45,1,0,1983.117100000527,1983.117100000527,1983.117100000527,1983.117100000527,4.0,0.0031903944183578415,0.0,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
PUT,/orders?user_id=6184&order_date=2022-04-11+20%3A02%3A48,1,0,2803.677100000641,2803.677100000641,2803.677100000641,2803.677100000641,4.0,0.0031903944183578415,0.0,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800
PUT,/orders?user_id=6184&order_date=2022-04-11+20%3A02%3A59,1,0,1720.9194000024581,1720.9194000024581,1720.9194000024581,1720.9194000024581,4.0,0.0031903944183578415,0.0,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700
PUT,/orders?user_id=6184&order_date=2022-04-11+20%3A03%3A06,1,0,4196.449900002335,4196.449900002335,4196.449900002335,4196.449900002335,4.0,0.0031903944183578415,0.0,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200
PUT,/orders?user_id=6184&order_date=2022-04-11+20%3A04%3A02,1,0,2853.5727000016777,2853.5727000016777,2853.5727000016777,2853.5727000016777,4.0,0.0031903944183578415,0.0,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900
PUT,/orders?user_id=6184&order_date=2022-04-11+20%3A04%3A22,1,0,3323.184900000342,3323.184900000342,3323.184900000342,3323.184900000342,4.0,0.0031903944183578415,0.0,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300
PUT,/orders?user_id=6184&order_date=2022-04-11+20%3A04%3A34,1,0,2694.6133999990707,2694.6133999990707,2694.6133999990707,2694.6133999990707,4.0,0.0031903944183578415,0.0,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700
PUT,/orders?user_id=6184&order_date=2022-04-11+20%3A04%3A38,1,0,4107.540200002404,4107.540200002404,4107.540200002404,4107.540200002404,4.0,0.0031903944183578415,0.0,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100
PUT,/orders?user_id=6184&order_date=2022-04-11+20%3A04%3A42,1,0,2085.3900000001886,2085.3900000001886,2085.3900000001886,2085.3900000001886,4.0,0.0031903944183578415,0.0,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
PUT,/orders?user_id=6184&order_date=2022-04-11+20%3A05%3A00,1,0,519.2887000011979,519.2887000011979,519.2887000011979,519.2887000011979,4.0,0.0031903944183578415,0.0,520,520,520,520,520,520,520,520,520,520,520
PUT,/orders?user_id=6184&order_date=2022-04-11+20%3A05%3A01,1,0,4250.7418999994115,4250.7418999994115,4250.7418999994115,4250.7418999994115,4.0,0.0031903944183578415,0.0,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300
PUT,/orders?user_id=6184&order_date=2022-04-11+20%3A05%3A13,1,0,3656.88930000033,3656.88930000033,3656.88930000033,3656.88930000033,4.0,0.0031903944183578415,0.0,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700
PUT,/orders?user_id=6184&order_date=2022-04-11+20%3A05%3A23,1,0,3815.2002999995602,3815.2002999995602,3815.2002999995602,3815.2002999995602,4.0,0.0031903944183578415,0.0,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800
PUT,/orders?user_id=6184&order_date=2022-04-11+20%3A05%3A28,1,0,3195.0563000027614,3195.0563000027614,3195.0563000027614,3195.0563000027614,4.0,0.0031903944183578415,0.0,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200
PUT,/orders?user_id=6184&order_date=2022-04-11+20%3A05%3A33,1,0,3407.4450000007346,3407.4450000007346,3407.4450000007346,3407.4450000007346,4.0,0.0031903944183578415,0.0,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400
PUT,/orders?user_id=6184&order_date=2022-04-11+20%3A05%3A41,1,0,3271.9173000004957,3271.9173000004957,3271.9173000004957,3271.9173000004957,4.0,0.0031903944183578415,0.0,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300
PUT,/orders?user_id=6184&order_date=2022-04-11+20%3A05%3A48,1,0,2708.4217999981774,2708.4217999981774,2708.4217999981774,2708.4217999981774,4.0,0.0031903944183578415,0.0,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700
PUT,/orders?user_id=6184&order_date=2022-04-11+20%3A05%3A53,1,0,2847.3951000014495,2847.3951000014495,2847.3951000014495,2847.3951000014495,4.0,0.0031903944183578415,0.0,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800
GET,/orders?user_id=6204,1,0,5809.17650000265,5809.17650000265,5809.17650000265,5809.17650000265,4618.0,0.0031903944183578415,0.0,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800
PUT,/orders?user_id=6388&order_date=2022-04-11+20%3A01%3A10,1,0,2369.795000002341,2369.795000002341,2369.795000002341,2369.795000002341,4.0,0.0031903944183578415,0.0,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400
PUT,/orders?user_id=6388&order_date=2022-04-11+20%3A01%3A14,1,0,1788.9529999993101,1788.9529999993101,1788.9529999993101,1788.9529999993101,4.0,0.0031903944183578415,0.0,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
PUT,/orders?user_id=6388&order_date=2022-04-11+20%3A01%3A21,1,0,1507.6832999984617,1507.6832999984617,1507.6832999984617,1507.6832999984617,4.0,0.0031903944183578415,0.0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
PUT,/orders?user_id=6423&order_date=2022-04-11+20%3A02%3A31,1,0,1671.604600000137,1671.604600000137,1671.604600000137,1671.604600000137,4.0,0.0031903944183578415,0.0,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700
PUT,/orders?user_id=6423&order_date=2022-04-11+20%3A02%3A34,1,0,3399.312399997143,3399.312399997143,3399.312399997143,3399.312399997143,4.0,0.0031903944183578415,0.0,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400
PUT,/orders?user_id=6423&order_date=2022-04-11+20%3A03%3A04,1,0,5304.382600003009,5304.382600003009,5304.382600003009,5304.382600003009,4.0,0.0031903944183578415,0.0,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300
PUT,/orders?user_id=6423&order_date=2022-04-11+20%3A03%3A11,1,0,750.7736000006844,750.7736000006844,750.7736000006844,750.7736000006844,4.0,0.0031903944183578415,0.0,750,750,750,750,750,750,750,750,750,750,750
PUT,/orders?user_id=6423&order_date=2022-04-11+20%3A03%3A13,1,0,2165.791100000206,2165.791100000206,2165.791100000206,2165.791100000206,4.0,0.0031903944183578415,0.0,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200
PUT,/orders?user_id=6423&order_date=2022-04-11+20%3A03%3A30,1,0,10314.946000002237,10314.946000002237,10314.946000002237,10314.946000002237,4.0,0.0031903944183578415,0.0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
PUT,/orders?user_id=6423&order_date=2022-04-11+20%3A03%3A44,1,0,2065.5039999983273,2065.5039999983273,2065.5039999983273,2065.5039999983273,4.0,0.0031903944183578415,0.0,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
PUT,/orders?user_id=6423&order_date=2022-04-11+20%3A04%3A21,1,0,2271.423900001537,2271.423900001537,2271.423900001537,2271.423900001537,4.0,0.0031903944183578415,0.0,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300
PUT,/orders?user_id=6423&order_date=2022-04-11+20%3A04%3A30,1,0,3478.7232000016957,3478.7232000016957,3478.7232000016957,3478.7232000016957,4.0,0.0031903944183578415,0.0,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500
PUT,/orders?user_id=6423&order_date=2022-04-11+20%3A04%3A34,1,0,2561.409399997501,2561.409399997501,2561.409399997501,2561.409399997501,4.0,0.0031903944183578415,0.0,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600
PUT,/orders?user_id=6423&order_date=2022-04-11+20%3A04%3A46,1,0,3912.8773999982513,3912.8773999982513,3912.8773999982513,3912.8773999982513,4.0,0.0031903944183578415,0.0,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900
PUT,/orders?user_id=6423&order_date=2022-04-11+20%3A05%3A00,1,0,3798.1596999998146,3798.1596999998146,3798.1596999998146,3798.1596999998146,4.0,0.0031903944183578415,0.0,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800
PUT,/orders?user_id=6423&order_date=2022-04-11+20%3A05%3A25,1,0,2366.685699998925,2366.685699998925,2366.685699998925,2366.685699998925,4.0,0.0031903944183578415,0.0,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400
PUT,/orders?user_id=6423&order_date=2022-04-11+20%3A05%3A28,1,0,7315.4236000009405,7315.4236000009405,7315.4236000009405,7315.4236000009405,4.0,0.0031903944183578415,0.0,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300
PUT,/orders?user_id=6423&order_date=2022-04-11+20%3A05%3A52,1,0,2809.4784999993863,2809.4784999993863,2809.4784999993863,2809.4784999993863,4.0,0.0031903944183578415,0.0,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800
GET,/orders?user_id=6424,3,0,7300.0,8474.84703333248,5988.32609999954,12122.941899997386,7578.0,0.009571183255073524,0.0,7300,7300,12000,12000,12000,12000,12000,12000,12000,12000,12000
GET,/orders?user_id=6425,1,0,6173.469500001374,6173.469500001374,6173.469500001374,6173.469500001374,4830.0,0.0031903944183578415,0.0,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200
GET,/orders?user_id=6449,18,0,8100.0,10417.130338889061,4935.601299999689,37174.85569999917,7988.0,0.057427099530441145,0.0,8200,9400,9900,11000,20000,37000,37000,37000,37000,37000,37000
PUT,/orders?user_id=6457&order_date=2022-04-11+20%3A00%3A51,1,0,51.091199999063974,51.091199999063974,51.091199999063974,51.091199999063974,4.0,0.0031903944183578415,0.0,51,51,51,51,51,51,51,51,51,51,51
PUT,/orders?user_id=6457&order_date=2022-04-11+20%3A00%3A54,1,0,705.9807999976329,705.9807999976329,705.9807999976329,705.9807999976329,4.0,0.0031903944183578415,0.0,710,710,710,710,710,710,710,710,710,710,710
PUT,/orders?user_id=6494&order_date=2022-04-11+20%3A00%3A55,1,0,549.2301000012958,549.2301000012958,549.2301000012958,549.2301000012958,4.0,0.0031903944183578415,0.0,550,550,550,550,550,550,550,550,550,550,550
PUT,/orders?user_id=6544&order_date=2022-04-11+20%3A02%3A22,1,0,3777.351600001566,3777.351600001566,3777.351600001566,3777.351600001566,4.0,0.0031903944183578415,0.0,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800
PUT,/orders?user_id=6544&order_date=2022-04-11+20%3A02%3A26,1,0,1353.116800000862,1353.116800000862,1353.116800000862,1353.116800000862,4.0,0.0031903944183578415,0.0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
PUT,/orders?user_id=6544&order_date=2022-04-11+20%3A02%3A33,1,0,2647.4698999991233,2647.4698999991233,2647.4698999991233,2647.4698999991233,4.0,0.0031903944183578415,0.0,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600
PUT,/orders?user_id=6544&order_date=2022-04-11+20%3A02%3A37,1,0,3351.487600000837,3351.487600000837,3351.487600000837,3351.487600000837,4.0,0.0031903944183578415,0.0,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400
PUT,/orders?user_id=6544&order_date=2022-04-11+20%3A02%3A41,1,0,6275.732199999766,6275.732199999766,6275.732199999766,6275.732199999766,4.0,0.0031903944183578415,0.0,6300,6300,6300,6300,6300,6300,6300,6300,6300,6300,6300
PUT,/orders?user_id=6544&order_date=2022-04-11+20%3A03%3A02,1,0,1874.7779000004812,1874.7779000004812,1874.7779000004812,1874.7779000004812,4.0,0.0031903944183578415,0.0,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900
PUT,/orders?user_id=6544&order_date=2022-04-11+20%3A03%3A05,1,0,1891.600599999947,1891.600599999947,1891.600599999947,1891.600599999947,4.0,0.0031903944183578415,0.0,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900
PUT,/orders?user_id=6544&order_date=2022-04-11+20%3A03%3A20,1,0,63651.163700000325,63651.163700000325,63651.163700000325,63651.163700000325,4.0,0.0031903944183578415,0.0,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000
PUT,/orders?user_id=6544&order_date=2022-04-11+20%3A04%3A40,1,0,2534.980900003575,2534.980900003575,2534.980900003575,2534.980900003575,4.0,0.0031903944183578415,0.0,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
PUT,/orders?user_id=6544&order_date=2022-04-11+20%3A05%3A17,1,0,526.7829000003985,526.7829000003985,526.7829000003985,526.7829000003985,4.0,0.0031903944183578415,0.0,530,530,530,530,530,530,530,530,530,530,530
PUT,/orders?user_id=6544&order_date=2022-04-11+20%3A05%3A18,1,0,3245.6708999998227,3245.6708999998227,3245.6708999998227,3245.6708999998227,4.0,0.0031903944183578415,0.0,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200
PUT,/orders?user_id=6544&order_date=2022-04-11+20%3A05%3A22,1,0,5793.723499999032,5793.723499999032,5793.723499999032,5793.723499999032,4.0,0.0031903944183578415,0.0,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800
PUT,/orders?user_id=6544&order_date=2022-04-11+20%3A05%3A43,1,0,5930.965499999729,5930.965499999729,5930.965499999729,5930.965499999729,4.0,0.0031903944183578415,0.0,5900,5900,5900,5900,5900,5900,5900,5900,5900,5900,5900
PUT,/orders?user_id=6584&order_date=2022-04-11+20%3A00%3A57,1,0,1709.7996000011335,1709.7996000011335,1709.7996000011335,1709.7996000011335,4.0,0.0031903944183578415,0.0,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700
PUT,/orders?user_id=6584&order_date=2022-04-11+20%3A01%3A03,1,0,1243.5748999996576,1243.5748999996576,1243.5748999996576,1243.5748999996576,4.0,0.0031903944183578415,0.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
PUT,/orders?user_id=6584&order_date=2022-04-11+20%3A01%3A05,1,0,1573.8892999979726,1573.8892999979726,1573.8892999979726,1573.8892999979726,4.0,0.0031903944183578415,0.0,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
PUT,/orders?user_id=6592&order_date=2022-04-11+20%3A01%3A07,1,0,1123.9571000005526,1123.9571000005526,1123.9571000005526,1123.9571000005526,4.0,0.0031903944183578415,0.0,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
PUT,/orders?user_id=6592&order_date=2022-04-11+20%3A01%3A09,1,0,1228.1626999974833,1228.1626999974833,1228.1626999974833,1228.1626999974833,4.0,0.0031903944183578415,0.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
PUT,/orders?user_id=6592&order_date=2022-04-11+20%3A01%3A11,1,0,2158.2684999993944,2158.2684999993944,2158.2684999993944,2158.2684999993944,4.0,0.0031903944183578415,0.0,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200
PUT,/orders?user_id=6592&order_date=2022-04-11+20%3A01%3A15,1,0,2711.1667999997735,2711.1667999997735,2711.1667999997735,2711.1667999997735,4.0,0.0031903944183578415,0.0,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700
PUT,/orders?user_id=6600&order_date=2022-04-11+20%3A00%3A55,1,0,1007.3966000018117,1007.3966000018117,1007.3966000018117,1007.3966000018117,4.0,0.0031903944183578415,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
GET,/orders?user_id=6628,28,0,7700.0,7637.549989285877,4454.170500001055,11593.091800001275,6905.0,0.08933104371401955,0.0,7700,8000,8400,8400,9700,11000,12000,12000,12000,12000,12000
PUT,/orders?user_id=6742&order_date=2022-04-11+20%3A02%3A01,1,0,3087.4131999989913,3087.4131999989913,3087.4131999989913,3087.4131999989913,4.0,0.0031903944183578415,0.0,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100
PUT,/orders?user_id=6811&order_date=2022-04-11+20%3A02%3A27,1,0,2616.822100000718,2616.822100000718,2616.822100000718,2616.822100000718,4.0,0.0031903944183578415,0.0,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600
PUT,/orders?user_id=6811&order_date=2022-04-11+20%3A02%3A31,1,0,1531.6549000017403,1531.6549000017403,1531.6549000017403,1531.6549000017403,4.0,0.0031903944183578415,0.0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
PUT,/orders?user_id=6811&order_date=2022-04-11+20%3A02%3A34,1,0,635.7735000019602,635.7735000019602,635.7735000019602,635.7735000019602,4.0,0.0031903944183578415,0.0,640,640,640,640,640,640,640,640,640,640,640
PUT,/orders?user_id=6811&order_date=2022-04-11+20%3A03%3A05,1,0,1923.258499999065,1923.258499999065,1923.258499999065,1923.258499999065,4.0,0.0031903944183578415,0.0,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900
PUT,/orders?user_id=6811&order_date=2022-04-11+20%3A03%3A20,1,0,4055.846699997346,4055.846699997346,4055.846699997346,4055.846699997346,4.0,0.0031903944183578415,0.0,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100
PUT,/orders?user_id=6811&order_date=2022-04-11+20%3A03%3A44,1,0,2360.270400000445,2360.270400000445,2360.270400000445,2360.270400000445,4.0,0.0031903944183578415,0.0,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400
PUT,/orders?user_id=6811&order_date=2022-04-11+20%3A03%3A48,1,0,4844.928800001071,4844.928800001071,4844.928800001071,4844.928800001071,4.0,0.0031903944183578415,0.0,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800
PUT,/orders?user_id=6811&order_date=2022-04-11+20%3A04%3A02,1,0,2726.1720999995305,2726.1720999995305,2726.1720999995305,2726.1720999995305,4.0,0.0031903944183578415,0.0,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700
PUT,/orders?user_id=6811&order_date=2022-04-11+20%3A04%3A06,1,0,4946.123900001112,4946.123900001112,4946.123900001112,4946.123900001112,4.0,0.0031903944183578415,0.0,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900
PUT,/orders?user_id=6811&order_date=2022-04-11+20%3A04%3A12,1,0,5624.580199997581,5624.580199997581,5624.580199997581,5624.580199997581,4.0,0.0031903944183578415,0.0,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600
PUT,/orders?user_id=6811&order_date=2022-04-11+20%3A04%3A52,1,0,4267.710500000248,4267.710500000248,4267.710500000248,4267.710500000248,4.0,0.0031903944183578415,0.0,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300
PUT,/orders?user_id=6811&order_date=2022-04-11+20%3A05%3A02,1,0,4072.75760000266,4072.75760000266,4072.75760000266,4072.75760000266,4.0,0.0031903944183578415,0.0,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100
PUT,/orders?user_id=6811&order_date=2022-04-11+20%3A05%3A17,1,0,3181.8643000005977,3181.8643000005977,3181.8643000005977,3181.8643000005977,4.0,0.0031903944183578415,0.0,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200
PUT,/orders?user_id=6811&order_date=2022-04-11+20%3A05%3A40,1,0,12906.938100000843,12906.938100000843,12906.938100000843,12906.938100000843,4.0,0.0031903944183578415,0.0,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
GET,/orders?user_id=6886,11,0,6700.0,6648.865127273232,5243.578900001012,10041.571899997507,4122.0,0.035094338601936254,0.0,6700,7000,7200,7200,7400,10000,10000,10000,10000,10000,10000
PUT,/orders?user_id=6900&order_date=2022-04-11+20%3A01%3A16,1,0,1754.6490999993694,1754.6490999993694,1754.6490999993694,1754.6490999993694,4.0,0.0031903944183578415,0.0,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
PUT,/orders?user_id=6900&order_date=2022-04-11+20%3A01%3A26,1,0,3221.47269999914,3221.47269999914,3221.47269999914,3221.47269999914,4.0,0.0031903944183578415,0.0,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200
PUT,/orders?user_id=6913&order_date=2022-04-11+20%3A00%3A55,1,0,889.9860000019544,889.9860000019544,889.9860000019544,889.9860000019544,4.0,0.0031903944183578415,0.0,890,890,890,890,890,890,890,890,890,890,890
PUT,/orders?user_id=6913&order_date=2022-04-11+20%3A00%3A57,1,0,2328.1993999989936,2328.1993999989936,2328.1993999989936,2328.1993999989936,4.0,0.0031903944183578415,0.0,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300
PUT,/orders?user_id=6939&order_date=2022-04-11+20%3A00%3A54,1,0,732.9701000016939,732.9701000016939,732.9701000016939,732.9701000016939,4.0,0.0031903944183578415,0.0,730,730,730,730,730,730,730,730,730,730,730
PUT,/orders?user_id=7008&order_date=2022-04-11+20%3A02%3A19,1,0,2722.0257000008132,2722.0257000008132,2722.0257000008132,2722.0257000008132,4.0,0.0031903944183578415,0.0,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700
PUT,/orders?user_id=7008&order_date=2022-04-11+20%3A02%3A51,1,0,2373.838599996816,2373.838599996816,2373.838599996816,2373.838599996816,4.0,0.0031903944183578415,0.0,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400
PUT,/orders?user_id=7008&order_date=2022-04-11+20%3A02%3A54,1,0,2645.42960000108,2645.42960000108,2645.42960000108,2645.42960000108,4.0,0.0031903944183578415,0.0,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600
PUT,/orders?user_id=7008&order_date=2022-04-11+20%3A02%3A59,1,0,431.0583000005863,431.0583000005863,431.0583000005863,431.0583000005863,4.0,0.0031903944183578415,0.0,430,430,430,430,430,430,430,430,430,430,430
PUT,/orders?user_id=7008&order_date=2022-04-11+20%3A03%3A21,1,0,4245.397700000467,4245.397700000467,4245.397700000467,4245.397700000467,4.0,0.0031903944183578415,0.0,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200
PUT,/orders?user_id=7008&order_date=2022-04-11+20%3A03%3A31,1,0,6784.013799999229,6784.013799999229,6784.013799999229,6784.013799999229,4.0,0.0031903944183578415,0.0,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800
PUT,/orders?user_id=7008&order_date=2022-04-11+20%3A04%3A23,1,0,4236.213599997427,4236.213599997427,4236.213599997427,4236.213599997427,4.0,0.0031903944183578415,0.0,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200
PUT,/orders?user_id=7008&order_date=2022-04-11+20%3A04%3A59,1,0,2883.0664999986766,2883.0664999986766,2883.0664999986766,2883.0664999986766,4.0,0.0031903944183578415,0.0,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900
GET,/orders?user_id=7024,2,0,7100.0,8693.373050000446,7091.947100001562,10294.79899999933,6954.0,0.006380788836715683,0.0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
GET,/orders?user_id=7155,20,0,9300.0,9264.156495000134,7455.902800000331,11962.058699999034,12995.0,0.06380788836715683,0.0,9400,9600,9600,9900,10000,12000,12000,12000,12000,12000,12000
PUT,/orders?user_id=7179&order_date=2022-04-11+20%3A02%3A11,1,0,2791.1803999995755,2791.1803999995755,2791.1803999995755,2791.1803999995755,4.0,0.0031903944183578415,0.0,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800
PUT,/orders?user_id=7179&order_date=2022-04-11+20%3A02%3A21,1,0,2967.167299997527,2967.167299997527,2967.167299997527,2967.167299997527,4.0,0.0031903944183578415,0.0,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000
PUT,/orders?user_id=7179&order_date=2022-04-11+20%3A02%3A35,1,0,5819.847099999606,5819.847099999606,5819.847099999606,5819.847099999606,4.0,0.0031903944183578415,0.0,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800
PUT,/orders?user_id=7179&order_date=2022-04-11+20%3A02%3A42,1,0,3477.455899999768,3477.455899999768,3477.455899999768,3477.455899999768,4.0,0.0031903944183578415,0.0,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500
PUT,/orders?user_id=7179&order_date=2022-04-11+20%3A03%3A15,1,0,3137.3582999985956,3137.3582999985956,3137.3582999985956,3137.3582999985956,4.0,0.0031903944183578415,0.0,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100
PUT,/orders?user_id=7179&order_date=2022-04-11+20%3A03%3A23,1,0,866.5264000010211,866.5264000010211,866.5264000010211,866.5264000010211,4.0,0.0031903944183578415,0.0,870,870,870,870,870,870,870,870,870,870,870
PUT,/orders?user_id=7179&order_date=2022-04-11+20%3A03%3A25,1,0,3275.4174000001512,3275.4174000001512,3275.4174000001512,3275.4174000001512,4.0,0.0031903944183578415,0.0,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300
PUT,/orders?user_id=7179&order_date=2022-04-11+20%3A03%3A53,1,0,2715.0355000012496,2715.0355000012496,2715.0355000012496,2715.0355000012496,4.0,0.0031903944183578415,0.0,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700
GET,/orders?user_id=7254,4,0,7300.0,7392.533100000037,6770.791200000531,7796.0259999999835,7192.0,0.012761577673431366,0.0,7700,7700,7800,7800,7800,7800,7800,7800,7800,7800,7800
